variance,max H,max S,max V,H*S,ok not ok,
2140,175,127,255,22225,1,
1920,176,125,255,22000,1,
1710,177,125,255,22125,1,
1490,176,127,255,22352,1,
1360,177,128,255,22656,1,
1400,176,130,255,22880,1,
1480,176,130,255,22880,1,
1570,175,132,255,23100,1,
1620,176,132,255,23232,1,
1660,178,132,255,23496,1,
1650,177,132,255,23364,1,
1630,179,130,255,23270,1,
1640,178,124,255,22072,1,
1690,178,121,255,21538,1,
1710,177,121,255,21417,1,
1700,176,124,255,21824,1,
1650,176,127,255,22352,1,
1600,176,128,255,22528,1,
1520,175,128,255,22400,1,
1430,177,128,255,22656,1,
1370,176,125,255,22000,1,
1300,178,124,255,22072,1,
1270,176,124,255,21824,1,
1240,177,124,255,21948,1,
1230,178,124,255,22072,1,
1190,179,122,255,21838,1,
1140,178,120,255,21360,1,
1150,178,119,255,21182,1,
2720,176,123,255,21648,1,
2450,178,117,255,20826,1,
2070,177,109,255,19293,1,
1870,176,104,255,18304,1,
1670,173,93,255,16089,1,
1720,170,94,255,15980,1,
1810,174,107,255,18618,1,
1860,172,109,255,18748,1,
1870,172,108,255,18576,1,
1890,172,103,255,17716,1,
1970,177,97,255,17169,1,
2030,175,103,255,18025,1,
2180,175,119,255,20825,1,
2190,174,119,255,20706,1,
2100,174,119,255,20706,1,
2040,175,121,255,21175,1,
1930,173,122,255,21106,1,
1850,175,123,255,21525,1,
1740,175,123,255,21525,1,
1630,174,129,255,22446,1,
1540,177,135,255,23895,1,
2590,176,121,255,21296,1,
2310,176,128,255,22528,1,
1990,175,132,255,23100,1,
1730,176,133,255,23408,1,
1450,175,134,255,23450,1,
1200,179,133,255,23807,1,
970,178,135,255,24030,1,
878,177,137,255,24249,1,
852,176,139,255,24464,1,
831,178,140,255,24920,1,
807,179,139,255,24881,1,
767,178,139,255,24742,1,
727,179,136,255,24344,1,
701,178,133,255,23674,1,
706,178,135,255,24030,1,
737,177,137,255,24249,1,
787,178,138,255,24564,1,
816,177,138,255,24426,1,
845,178,137,255,24386,1,
862,179,137,255,24523,1,
885,179,139,255,24881,1,
903,179,141,255,25239,1,
915,178,141,255,25098,1,
924,178,141,255,25098,1,
933,177,141,255,24957,1,
939,179,141,255,25239,1,
903,178,138,255,24564,1,
891,179,136,255,24344,1,
2190,178,134,255,23852,1,
1990,179,136,255,24344,1,
1570,179,139,255,24881,1,
1330,178,139,255,24742,1,
956,178,136,255,24208,1,
876,178,135,255,24030,1,
840,178,138,255,24564,1,
864,179,139,255,24881,1,
952,178,143,255,25454,1,
1010,178,143,255,25454,1,
1120,178,143,255,25454,1,
1160,176,143,255,25168,1,
1230,177,143,255,25311,1,
1270,175,143,255,25025,1,
1310,175,143,255,25025,1,
1370,175,141,255,24675,1,
1420,175,140,255,24500,1,
1470,175,139,255,24325,1,
1500,176,136,255,23936,1,
1520,175,132,255,23100,1,
1500,178,130,255,23140,1,
1520,177,130,255,23010,1,
1610,176,132,255,23232,1,
2240,174,133,255,23142,1,
1950,176,134,255,23584,1,
1490,175,134,255,23450,1,
1210,176,134,255,23584,1,
886,179,133,255,23807,1,
904,177,132,255,23364,1,
1080,175,136,255,23800,1,
1130,177,136,255,24072,1,
1210,176,136,255,23936,1,
1290,178,135,255,24030,1,
1370,177,130,255,23010,1,
1450,175,129,255,22575,1,
1530,174,132,255,22968,1,
1610,176,134,255,23584,1,
1670,175,132,255,23100,1,
1760,174,131,255,22794,1,
1910,177,132,255,23364,1,
1930,178,133,255,23674,1,
1960,176,136,255,23936,1,
1960,175,136,255,23800,1,
2000,175,135,255,23625,1,
1990,174,134,255,23316,1,
2190,174,138,255,24012,1,
1920,175,138,255,24150,1,
1630,176,136,255,23936,1,
1390,178,135,255,24030,1,
1130,177,134,255,23718,1,
833,176,135,255,23760,1,
687,177,135,255,23895,1,
699,179,136,255,24344,1,
853,179,132,255,23628,1,
910,179,132,255,23628,1,
1080,179,136,255,24344,1,
1150,177,137,255,24249,1,
1250,177,135,255,23895,1,
1320,177,133,255,23541,1,
1370,177,131,255,23187,1,
1430,178,131,255,23318,1,
1510,178,130,255,23140,1,
1590,178,129,255,22962,1,
1670,178,129,255,22962,1,
1760,177,129,255,22833,1,
1790,177,130,255,23010,1,
1790,176,131,255,23056,1,
1750,178,130,255,23140,1,
1720,178,129,255,22962,1,
1700,178,128,255,22784,1,
2230,178,128,255,22784,1,
1950,179,128,255,22912,1,
1760,179,130,255,23270,1,
1550,179,134,255,23986,1,
1300,179,137,255,24523,1,
1180,178,137,255,24386,1,
1230,177,138,255,24426,1,
1340,177,138,255,24426,1,
1420,176,138,255,24288,1,
1510,176,135,255,23760,1,
1720,178,136,255,24208,1,
1800,179,138,255,24702,1,
1860,178,140,255,24920,1,
1900,178,135,255,24030,1,
2030,178,141,255,25098,1,
2040,178,144,255,25632,1,
2040,177,153,255,27081,1,
2040,178,150,255,26700,1,
2030,178,158,255,28124,1,
2010,177,152,255,26904,1,
1970,177,152,255,26904,1,
1920,178,153,255,27234,1,
1790,177,154,255,27258,1,
1710,177,155,255,27435,1,
2660,177,168,255,29736,1,
2430,177,167,255,29559,1,
2020,176,167,255,29392,1,
1720,177,166,255,29382,1,
1400,178,164,255,29192,1,
1410,179,160,255,28640,1,
1460,178,158,255,28124,1,
1510,179,156,255,27924,1,
1560,179,158,255,28282,1,
1590,179,154,255,27566,1,
1590,179,162,255,28998,1,
1610,179,154,255,27566,1,
1640,179,152,255,27208,1,
1650,179,152,255,27208,1,
1690,177,144,255,25488,1,
1670,179,146,255,26134,1,
1580,177,153,255,27081,1,
1520,178,154,255,27412,1,
1440,178,156,255,27768,1,
1350,178,159,255,28302,1,
1240,178,163,255,29014,1,
1110,177,166,255,29382,1,
1050,177,168,255,29736,1,
1100,178,168,255,29904,1,
2540,179,176,255,31504,1,
2310,179,177,255,31683,1,
1770,179,175,255,31325,1,
1460,178,174,255,30972,1,
1110,178,175,255,31150,1,
1130,179,171,255,30609,1,
1210,179,160,255,28640,1,
1170,178,159,255,28302,1,
1150,178,161,255,28658,1,
1090,178,162,255,28836,1,
1000,177,167,255,29559,1,
879,178,165,255,29370,1,
750,177,153,255,27081,1,
663,177,140,255,24780,1,
577,177,137,255,24249,1,
570,179,139,255,24881,1,
542,179,141,255,25239,1,
404,179,153,255,27387,1,
319,179,156,255,27924,1,
270,179,157,255,28103,1,
752,179,157,255,28103,1,
444,179,154,255,27566,1,
506,178,159,255,28302,1,
592,179,164,255,29356,1,
880,179,166,255,29714,1,
995,179,167,255,29893,1,
1100,179,164,255,29356,1,
1160,179,164,255,29356,1,
1380,179,153,255,27387,1,
1870,179,151,255,27029,1,
2630,179,141,255,25239,1,
1930,179,142,255,25418,1,
1320,179,141,255,25239,1,
846,178,136,255,24208,1,
623,178,127,255,22606,1,
719,178,120,255,21360,1,
907,177,132,255,23364,1,
1140,176,158,255,27808,1,
1200,177,157,255,27789,1,
1200,176,159,255,27984,1,
1170,177,160,255,28320,1,
1160,178,158,255,28124,1,
1100,178,159,255,28302,1,
1050,177,153,255,27081,1,
1030,178,139,255,24742,1,
1110,179,125,255,22375,1,
1120,175,106,255,18550,1,
761,175,104,255,18200,1,
651,178,104,255,18512,1,
606,175,108,255,18900,1,
626,177,119,255,21063,1,
626,175,124,255,21700,1,
639,176,128,255,22528,1,
652,176,131,255,23056,1,
721,178,135,255,24030,1,
836,178,140,255,24920,1,
761,177,139,255,24603,1,
815,177,137,255,24249,1,
632,177,136,255,24072,1,
648,177,128,255,22656,1,
565,178,120,255,21360,1,
469,178,125,255,22250,1,
1550,177,130,255,23010,1,
441,176,134,255,23584,1,
398,177,138,255,24426,1,
315,174,139,255,24186,1,
289,173,140,255,24220,1,
274,179,137,255,24523,1,
272,172,133,255,22876,1,
304,173,129,255,22317,1,
409,174,128,255,22272,1,
458,176,129,255,22704,1,
467,176,126,255,22176,0,
428,176,119,255,20944,0,
364,175,117,255,20475,0,
306,175,129,255,22575,1,
326,178,132,255,23496,1,
326,178,132,255,23496,1,
326,178,132,255,23496,1,
326,178,132,255,23496,1,
1110,175,130,255,22750,1,
1110,175,130,255,22750,1,
1110,175,130,255,22750,1,
1110,175,130,255,22750,1,
1110,175,130,255,22750,1,
1110,175,130,255,22750,1,
1110,175,130,255,22750,1,
1110,175,130,255,22750,1,
1110,175,130,255,22750,1,
2840,177,126,255,22302,1,
2840,177,126,255,22302,1,
2840,177,126,255,22302,1,
2840,177,126,255,22302,1,
2840,177,126,255,22302,1,
2840,177,126,255,22302,1,
2840,177,126,255,22302,1,
2440,177,122,255,21594,1,
2440,177,122,255,21594,1,
2440,177,122,255,21594,1,
1310,177,130,255,23010,1,
1310,177,130,255,23010,1,
1310,177,130,255,23010,1,
1310,177,130,255,23010,1,
1310,177,130,255,23010,1,
1310,177,130,255,23010,1,
1310,177,130,255,23010,1,
1310,177,130,255,23010,1,
1310,177,130,255,23010,1,
1310,177,130,255,23010,1,
257,176,103,255,18128,1,
264,176,103,255,18128,1,
264,176,103,255,18128,1,
264,176,103,255,18128,1,
264,176,103,255,18128,1,
264,176,103,255,18128,1,
257,176,103,255,18128,1,
257,176,103,255,18128,1,
257,176,103,255,18128,1,
652,176,108,255,19008,1,
652,176,108,255,19008,1,
652,176,108,255,19008,1,
652,176,108,255,19008,1,
652,176,108,255,19008,1,
652,176,108,255,19008,1,
652,176,108,255,19008,1,
652,176,108,255,19008,1,
1260,177,108,255,19116,1,
1270,177,108,255,19116,1,
1270,177,108,255,19116,1,
1270,177,108,255,19116,1,
1270,177,108,255,19116,1,
1270,177,108,255,19116,1,
1260,177,108,255,19116,1,
1260,177,108,255,19116,1,
1260,177,108,255,19116,1,
1250,176,125,255,22000,1,
1250,176,125,255,22000,1,
1250,176,125,255,22000,1,
1250,176,125,255,22000,1,
1250,176,125,255,22000,1,
1250,176,125,255,22000,1,
1250,176,125,255,22000,1,
1250,176,125,255,22000,1,
1250,176,125,255,22000,1,
1250,176,125,255,22000,1,
668,176,118,255,20768,1,
668,176,118,255,20768,1,
668,176,118,255,20768,1,
668,176,118,255,20768,1,
668,176,118,255,20768,1,
668,176,118,255,20768,1,
1140,178,115,255,20470,0,
1140,178,115,255,20470,0,
1140,176,115,255,20240,0,
1140,176,115,255,20240,0,
1290,171,167,255,28557,1,
1290,171,167,255,28557,1,
1290,171,167,255,28557,1,
1290,171,169,255,28899,1,
1290,171,169,255,28899,1,
1290,171,169,255,28899,1,
1290,171,169,255,28899,1,
1290,171,169,255,28899,1,
846,175,137,255,23975,1,
846,175,137,255,23975,1,
846,175,137,255,23975,1,
846,175,137,255,23975,1,
846,175,137,255,23975,1,
846,175,137,255,23975,1,
846,175,137,255,23975,1,
846,175,137,255,23975,1,
698,175,127,255,22225,1,
698,175,127,255,22225,1,
698,175,127,255,22225,1,
698,175,127,255,22225,1,
698,175,127,255,22225,1,
698,175,127,255,22225,1,
698,175,127,255,22225,1,
698,175,127,255,22225,1,
698,175,127,255,22225,1,
294,179,161,255,28819,1,
294,179,161,255,28819,1,
294,179,161,255,28819,1,
294,179,161,255,28819,1,
294,179,161,255,28819,1,
294,179,161,255,28819,1,
294,179,161,255,28819,1,
294,179,161,255,28819,1,
290,179,161,255,28819,1,
367,179,161,255,28819,1,
468,178,121,255,21538,1,
527,177,121,255,21417,1,
501,178,121,255,21538,1,
347,178,121,255,21538,1,
287,179,121,255,21659,1,
234,179,122,255,21838,1,
203,179,124,255,22196,1,
191,179,125,255,22375,1,
2130,178,127,255,22606,1,
2230,178,124,255,22072,1,
1260,172,169,255,29068,1,
1200,172,172,255,29584,1,
1200,172,170,255,29240,1,
1210,172,170,255,29240,1,
1240,172,169,255,29068,1,
1190,176,169,255,29744,1,
1190,177,167,255,29559,1,
1330,177,168,255,29736,1,
2390,177,120,255,21240,1,
2340,178,121,255,21538,1,
355,177,123,255,21771,1,
375,177,123,255,21771,1,
402,177,123,255,21771,1,
423,177,123,255,21771,1,
438,177,123,255,21771,1,
370,178,123,255,21894,1,
348,178,123,255,21894,1,
353,178,123,255,21894,1,
1020,179,139,255,24881,1,
1010,179,139,255,24881,1,
1040,179,139,255,24881,1,
1120,179,139,255,24881,1,
1090,179,138,255,24702,1,
1060,179,139,255,24881,1,
2130,179,149,255,26671,1,
1850,179,147,255,26313,1,
1740,177,157,255,27789,1,
1740,177,157,255,27789,1,
2110,177,161,255,28497,1,
2110,176,161,255,28336,1,
2040,177,159,255,28143,1,
2040,177,159,255,28143,1,
2150,176,159,255,27984,1,
2150,176,159,255,27984,1,
2280,177,161,255,28497,1,
2280,177,161,255,28497,1,
2320,177,160,255,28320,1,
2320,177,160,255,28320,1,
5310,179,151,255,27029,1,
5310,179,151,255,27029,1,
5180,179,151,255,27029,1,
5180,179,151,255,27029,1,
5100,179,152,255,27208,1,
5270,179,152,255,27208,1,
5270,179,152,255,27208,1,
5270,179,152,255,27208,1,
5270,179,152,255,27208,1,
5270,179,152,255,27208,1,
2840,176,141,255,24816,1,
2840,176,141,255,24816,1,
2840,176,141,255,24816,1,
2840,176,141,255,24816,1,
2840,176,141,255,24816,1,
2840,176,141,255,24816,1,
2840,176,141,255,24816,1,
2840,176,141,255,24816,1,
2840,176,141,255,24816,1,
2840,176,141,255,24816,1,
2880,178,111,255,19758,1,
2880,178,111,255,19758,1,
2880,178,111,255,19758,1,
2880,178,111,255,19758,1,
2880,178,111,255,19758,1,
2880,178,111,255,19758,1,
2880,178,111,255,19758,1,
2880,178,111,255,19758,1,
2880,178,111,255,19758,1,
2880,178,111,255,19758,1,
1340,178,128,255,22784,0,
1340,178,128,255,22784,0,
1340,178,128,255,22784,0,
1340,178,128,255,22784,0,
1160,177,128,255,22656,0,
1160,177,128,255,22656,0,
1340,178,128,255,22784,0,
1340,178,128,255,22784,0,
1340,178,128,255,22784,0,
1340,178,128,255,22784,0,
3440,179,134,255,23986,1,
3440,179,134,255,23986,1,
3440,179,134,255,23986,1,
3440,179,134,255,23986,1,
3440,179,134,255,23986,1,
3440,179,134,255,23986,1,
3440,179,134,255,23986,1,
3440,179,134,255,23986,1,
3440,179,134,255,23986,1,
3440,179,134,255,23986,1,
1720,179,127,255,22733,1,
1720,179,127,255,22733,1,
1720,179,127,255,22733,1,
1720,179,127,255,22733,1,
1720,179,127,255,22733,1,
1720,179,127,255,22733,1,
1720,179,127,255,22733,1,
1720,179,127,255,22733,1,
1720,179,127,255,22733,1,
1720,179,127,255,22733,1,
3350,179,117,255,20943,1,
3350,179,117,255,20943,1,
3350,179,117,255,20943,1,
3350,179,117,255,20943,1,
3350,179,117,255,20943,1,
3350,179,117,255,20943,1,
3350,179,117,255,20943,1,
3350,179,117,255,20943,1,
3350,179,117,255,20943,1,
3350,179,117,255,20943,1,
2330,177,143,255,25311,1,
2330,177,143,255,25311,1,
2330,177,143,255,25311,1,
2330,177,143,255,25311,1,
2330,177,143,255,25311,1,
2330,177,143,255,25311,1,
2330,177,143,255,25311,1,
2330,177,143,255,25311,1,
2330,177,143,255,25311,1,
2330,177,143,255,25311,1,
2580,178,127,255,22606,1,
2580,178,127,255,22606,1,
2580,178,127,255,22606,1,
2580,178,127,255,22606,1,
2580,178,127,255,22606,1,
2580,178,127,255,22606,1,
2580,178,127,255,22606,1,
1530,174,122,255,21228,1,
1530,174,122,255,21228,1,
1530,174,122,255,21228,1,
1530,174,122,255,21228,1,
1530,174,122,255,21228,1,
1530,174,122,255,21228,1,
3240,178,113,255,20114,1,
3240,178,113,255,20114,1,
3240,178,113,255,20114,1,
3240,178,113,255,20114,1,
3240,178,113,255,20114,1,
1460,173,125,255,21625,1,
1460,173,125,255,21625,1,
1460,173,125,255,21625,1,
1460,173,125,255,21625,1,
1460,173,125,255,21625,1,
2810,176,126,255,22176,1,
2810,176,126,255,22176,1,
2810,176,126,255,22176,1,
2810,176,126,255,22176,1,
2810,176,126,255,22176,1,
1610,179,115,255,20585,1,
1610,179,115,255,20585,1,
1610,179,115,255,20585,1,
1610,179,115,255,20585,1,
1610,179,115,255,20585,1,
2650,179,121,255,21659,1,
2650,179,121,255,21659,1,
2650,179,121,255,21659,1,
2650,179,121,255,21659,1,
2650,179,121,255,21659,1,
1470,176,123,255,21648,1,
1470,176,123,255,21648,1,
1470,176,123,255,21648,1,
1470,176,123,255,21648,1,
1470,176,123,255,21648,1,
2940,178,125,255,22250,1,
2940,178,125,255,22250,1,
2940,178,125,255,22250,1,
2940,178,125,255,22250,1,
2940,178,125,255,22250,1,
1680,176,117,255,20592,1,
1680,176,117,255,20592,1,
1680,176,117,255,20592,1,
1680,176,117,255,20592,1,
1680,176,117,255,20592,1,
1680,176,117,255,20592,1,
1680,176,117,255,20592,1,
3660,172,123,255,21156,1,
2850,178,122,255,21716,1,
2850,178,122,255,21716,1,
2850,178,122,255,21716,1,
2850,178,122,255,21716,1,
2850,178,122,255,21716,1,
2850,178,122,255,21716,1,
2850,178,122,255,21716,1,
2850,178,122,255,21716,1,
2850,178,122,255,21716,1,
2850,178,122,255,21716,1,
1400,177,120,255,21240,1,
1400,177,120,255,21240,1,
1400,177,120,255,21240,1,
1400,177,120,255,21240,1,
1400,177,120,255,21240,1,
1400,177,120,255,21240,1,
1400,177,120,255,21240,1,
1400,177,120,255,21240,1,
1400,177,120,255,21240,1,
2810,176,127,255,22352,1,
2880,178,141,255,25098,1,
2880,178,141,255,25098,1,
2880,178,141,255,25098,1,
2880,178,141,255,25098,1,
2880,178,141,255,25098,1,
2880,178,141,255,25098,1,
2880,178,141,255,25098,1,
2880,178,141,255,25098,1,
2880,178,141,255,25098,1,
2880,178,141,255,25098,1,
1540,173,121,255,20933,1,
1540,173,121,255,20933,1,
1540,173,121,255,20933,1,
1540,173,121,255,20933,1,
1540,173,121,255,20933,1,
1540,173,121,255,20933,1,
1430,172,121,255,20812,1,
1430,172,121,255,20812,1,
1540,173,121,255,20933,1,
2960,177,139,255,24603,1,
3320,179,142,255,25418,1,
3320,179,142,255,25418,1,
3320,179,142,255,25418,1,
3270,178,147,255,26166,1,
3320,178,148,255,26344,1,
3380,178,151,255,26878,1,
3560,178,153,255,27234,1,
3610,178,157,255,27946,1,
3620,178,157,255,27946,1,
3010,177,158,255,27966,1,
3320,178,196,255,34888,1,
3090,178,196,255,34888,1,
3090,178,196,255,34888,1,
3250,178,197,255,35066,1,
3250,178,197,255,35066,1,
3250,178,197,255,35066,1,
3250,178,197,255,35066,1,
3150,178,197,255,35066,1,
3150,178,197,255,35066,1,
1310,179,178,255,31862,1,
1310,179,178,255,31862,1,
1310,179,178,255,31862,1,
1310,179,178,255,31862,1,
1310,179,178,255,31862,1,
1310,179,178,255,31862,1,
1310,179,178,255,31862,1,
1310,179,178,255,31862,1,
1310,179,178,255,31862,1,
1310,179,178,255,31862,1,
493,178,214,255,38092,1,
493,178,214,255,38092,1,
493,178,214,255,38092,1,
493,178,214,255,38092,1,
493,178,214,255,38092,1,
493,178,214,255,38092,1,
493,178,214,255,38092,1,
493,178,214,255,38092,1,
493,178,214,255,38092,1,
1250,178,218,255,38804,1,
1250,178,218,255,38804,1,
1250,178,218,255,38804,1,
1250,178,218,255,38804,1,
1250,178,218,255,38804,1,
1250,178,218,255,38804,1,
1250,178,218,255,38804,1,
1250,178,218,255,38804,1,
1250,178,218,255,38804,1,
1250,178,218,255,38804,1,
2070,178,214,255,38092,1,
2070,178,214,255,38092,1,
2070,178,214,255,38092,1,
2070,178,214,255,38092,1,
2070,178,214,255,38092,1,
2070,178,214,255,38092,1,
2070,178,214,255,38092,1,
2070,178,214,255,38092,1,
2070,178,214,255,38092,1,
2070,178,214,255,38092,1,
2750,179,180,255,32220,1,
2750,179,180,255,32220,1,
2750,179,180,255,32220,1,
3110,179,181,255,32399,1,
3110,179,181,255,32399,1,
3110,179,181,255,32399,1,
3110,179,181,255,32399,1,
3110,179,181,255,32399,1,
3110,179,181,255,32399,1,
3110,179,181,255,32399,1,
2980,175,171,255,29925,1,
2980,175,171,255,29925,1,
2980,175,171,255,29925,1,
2980,175,171,255,29925,1,
2980,175,171,255,29925,1,
2980,175,171,255,29925,1,
2980,175,171,255,29925,1,
2980,175,171,255,29925,1,
2980,175,171,255,29925,1,
1950,175,199,255,34825,1,
1950,175,199,255,34825,1,
1950,175,199,255,34825,1,
1950,175,199,255,34825,1,
1950,175,199,255,34825,1,
1950,175,199,255,34825,1,
1950,175,199,255,34825,1,
1950,175,199,255,34825,1,
1950,175,199,255,34825,1,
1600,175,166,255,29050,1,
1600,175,166,255,29050,1,
1600,175,166,255,29050,1,
1600,175,166,255,29050,1,
1600,175,166,255,29050,1,
1600,175,166,255,29050,1,
1600,175,166,255,29050,1,
1600,175,166,255,29050,1,
1600,175,166,255,29050,1,
1600,175,166,255,29050,1,
2000,176,161,255,28336,1,
2000,176,161,255,28336,1,
2000,176,161,255,28336,1,
2000,176,161,255,28336,1,
2000,176,161,255,28336,1,
2000,176,161,255,28336,1,
2000,176,161,255,28336,1,
2000,176,161,255,28336,1,
2000,176,161,255,28336,1,
2000,176,161,255,28336,1,
1930,176,174,255,30624,1,
1930,176,174,255,30624,1,
1930,176,174,255,30624,1,
1930,176,174,255,30624,1,
1930,176,174,255,30624,1,
1930,176,174,255,30624,1,
1930,176,174,255,30624,1,
1930,176,174,255,30624,1,
1930,176,174,255,30624,1,
1930,176,174,255,30624,1,
1050,177,182,255,32214,1,
1050,177,182,255,32214,1,
1050,177,182,255,32214,1,
1050,177,182,255,32214,1,
1050,177,182,255,32214,1,
1050,177,182,255,32214,1,
1050,177,182,255,32214,1,
1050,177,182,255,32214,1,
1050,177,182,255,32214,1,
548,179,175,255,31325,1,
548,179,175,255,31325,1,
548,179,175,255,31325,1,
548,179,175,255,31325,1,
548,179,175,255,31325,1,
548,179,175,255,31325,1,
548,179,175,255,31325,1,
548,179,175,255,31325,1,
410,179,168,162,30072,1,
222,178,194,255,34532,1,
222,178,194,255,34532,1,
222,178,194,255,34532,1,
222,178,194,255,34532,1,
222,178,194,255,34532,1,
222,178,194,255,34532,1,
222,178,194,255,34532,1,
222,178,194,255,34532,1,
222,178,194,255,34532,1,
222,178,194,255,34532,1,
2530,175,202,255,35350,1,
2530,175,202,255,35350,1,
2530,175,202,255,35350,1,
2530,175,202,255,35350,1,
2530,175,202,255,35350,1,
2530,175,202,255,35350,1,
2530,175,202,255,35350,1,
2530,175,202,255,35350,1,
2530,175,202,255,35350,1,
2530,175,202,255,35350,1,
3130,176,194,255,34144,1,
3130,176,194,255,34144,1,
3130,176,194,255,34144,1,
3130,176,194,255,34144,1,
3130,176,194,255,34144,1,
3130,176,194,255,34144,1,
3130,176,194,255,34144,1,
3130,176,194,255,34144,1,
3130,176,194,255,34144,1,
3130,176,194,255,34144,1,
3500,174,182,255,31668,1,
3550,174,187,255,32538,1,
3550,174,187,255,32538,1,
3550,174,187,255,32538,1,
3550,174,187,255,32538,1,
3550,174,187,255,32538,1,
3550,174,187,255,32538,1,
3550,174,187,255,32538,1,
3550,174,187,255,32538,1,
3550,174,187,255,32538,1,
2690,175,183,255,32025,1,
2690,175,183,255,32025,1,
2690,175,183,255,32025,1,
2690,175,183,255,32025,1,
2690,175,183,255,32025,1,
2690,175,183,255,32025,1,
2690,175,183,255,32025,1,
2690,175,183,255,32025,1,
2690,175,183,255,32025,1,
2440,177,209,255,36993,1,
2440,177,209,255,36993,1,
2440,177,209,255,36993,1,
2440,177,209,255,36993,1,
2440,177,209,255,36993,1,
2440,177,209,255,36993,1,
2440,177,209,255,36993,1,
2440,177,209,255,36993,1,
2440,177,209,255,36993,1,
2100,173,200,255,34600,1,
2100,173,200,255,34600,1,
2100,173,200,255,34600,1,
2100,173,200,255,34600,1,
2100,173,200,255,34600,1,
2100,173,200,255,34600,1,
2100,173,200,255,34600,1,
2100,173,200,255,34600,1,
2100,173,200,255,34600,1,
1040,177,161,255,28497,1,
1040,177,161,255,28497,1,
1040,177,161,255,28497,1,
1040,177,161,255,28497,1,
1040,177,161,255,28497,1,
1040,177,161,255,28497,1,
1040,177,161,255,28497,1,
1040,177,161,255,28497,1,
1040,177,161,255,28497,1,
1040,177,161,255,28497,1,
996,179,203,255,36337,1,
996,179,203,255,36337,1,
996,179,203,255,36337,1,
996,179,203,255,36337,1,
996,179,203,255,36337,1,
996,179,203,255,36337,1,
996,179,203,255,36337,1,
996,179,203,255,36337,1,
996,179,203,255,36337,1,
987,179,203,255,36337,1,
353,178,191,255,33998,1,
353,178,191,255,33998,1,
404,179,195,255,34905,1,
404,179,195,255,34905,1,
404,179,195,255,34905,1,
346,179,200,255,35800,1,
320,178,201,255,35778,1,
303,178,202,251,35956,1,
286,178,204,255,36312,1,
228,178,207,245,36846,1,
379,177,175,255,30975,1,
386,177,177,255,31329,1,
395,177,177,255,31329,1,
484,178,179,255,31862,1,
505,178,179,255,31862,1,
484,178,179,255,31862,1,
505,178,179,255,31862,1,
556,177,181,255,32037,1,
540,178,182,255,32396,1,
545,178,183,255,32574,1,
575,178,183,255,32574,1,
343,179,170,255,30430,1,
552,178,170,255,30260,1,
852,178,168,255,29904,1,
797,178,168,255,29904,1,
824,178,168,255,29904,1,
781,179,165,255,29535,1,
1180,179,162,255,28998,1,
507,179,158,255,28282,1,
3460,179,142,255,25418,1,
3460,179,142,255,25418,1,
3460,179,142,255,25418,1,
3460,179,142,255,25418,1,
3460,179,142,255,25418,1,
1370,178,145,255,25810,1,
1370,178,145,255,25810,1,
1370,178,145,255,25810,1,
1370,178,145,255,25810,1,
1370,178,145,255,25810,1,
445,178,153,255,27234,1,
445,178,153,255,27234,1,
445,178,153,255,27234,1,
445,178,153,255,27234,1,
445,178,153,255,27234,1,
445,178,153,255,27234,1,
445,178,153,255,27234,1,
445,178,153,255,27234,1,
445,178,153,255,27234,1,
594,179,149,255,26671,1,
594,179,149,255,26671,1,
594,179,149,255,26671,1,
594,179,149,255,26671,1,
594,179,149,255,26671,1,
594,179,149,255,26671,1,
594,179,149,255,26671,1,
594,179,149,255,26671,1,
547,178,134,255,23852,1,
547,178,134,255,23852,1,
547,178,134,255,23852,1,
547,178,134,255,23852,1,
547,178,134,255,23852,1,
547,178,134,255,23852,1,
547,178,134,255,23852,1,
547,178,134,255,23852,1,
547,178,134,255,23852,1,
440,179,134,255,23986,1,
440,179,134,255,23986,1,
440,179,134,255,23986,1,
440,179,134,255,23986,1,
440,179,134,255,23986,1,
440,179,134,255,23986,1,
440,179,134,255,23986,1,
440,179,134,255,23986,1,
440,179,134,255,23986,1,
1730,178,130,255,23140,1,
1700,179,130,255,23270,1,
1730,178,130,255,23140,1,
1730,178,130,255,23140,1,
1730,178,130,255,23140,1,
1730,178,130,255,23140,1,
1730,178,130,255,23140,1,
1730,178,130,255,23140,1,
1730,178,130,255,23140,1,
1730,178,130,255,23140,1,
3410,179,132,255,23628,1,
3410,179,132,255,23628,1,
3410,179,132,255,23628,1,
3410,179,132,255,23628,1,
3410,179,132,255,23628,1,
3410,179,132,255,23628,1,
1920,179,129,255,23091,1,
1920,179,129,255,23091,1,
1920,179,129,255,23091,1,
343,178,133,255,23674,1,
343,178,133,255,23674,1,
343,178,133,255,23674,1,
343,178,133,255,23674,1,
343,178,133,255,23674,1,
343,178,133,255,23674,1,
343,178,133,255,23674,1,
343,178,133,255,23674,1,
135,178,111,255,19758,1,
135,178,111,255,19758,1,
135,178,111,255,19758,1,
135,178,111,255,19758,1,
135,178,111,255,19758,1,
135,178,111,255,19758,1,
135,178,111,255,19758,1,
135,178,111,255,19758,1,
135,178,111,255,19758,1,
179,175,137,255,23975,1,
179,175,137,255,23975,1,
179,175,137,255,23975,1,
179,175,137,255,23975,1,
179,175,137,255,23975,1,
179,175,137,255,23975,1,
179,175,137,255,23975,1,
179,175,137,255,23975,1,
179,175,137,255,23975,1,
2610,175,188,255,32900,1,
